label,clients,repeat,rate,principal,constrained,completed,failed,qps,p50_ms,p95_ms,p99_ms,short_p99_ms,peak_rss,peak_container_sampled,container_lifetime_peak,cpu_seconds,spill_bytes,spill_active_after
confirm-4-baseline-normal,1,0,0.0,user,False,128,0,20.51337599774608,40.167944971472025,99.70862197224051,102.28201607242227,6.891525932587683,394326016,374345728,375656448,23.395702,0.0,0.0
confirm-4-baseline-normal,4,0,0.0,user,False,128,0,30.25262260837624,148.5253470018506,251.5449320198968,260.42346900794655,23.606171016581357,786743296,772280320,784076800,23.177521,0.0,0.0
confirm-4-baseline-normal,8,0,0.0,user,False,128,0,31.80703145541121,270.08441102225333,454.6416240045801,561.0329949995503,26.662469026632607,1261142016,1247821824,1335607296,23.024619,0.0,0.0
confirm-4-baseline-normal,16,0,0.0,user,False,128,0,31.958594197973362,431.02653592359275,1334.5430470071733,1670.0894439127296,64.53666603192687,2454474752,2444963840,2550788096,23.26966,0.0,0.0
confirm-4-baseline-normal,32,0,0.0,user,False,126,2,32.06789877356259,590.4027589131147,3698.9033179124817,3879.339478095062,207.23708509467542,3430932480,3423342592,3474661376,22.688967,0.0,0.0
confirm-4-baseline-tight,1,0,0.0,user,True,96,32,16.795365340638686,59.877695981413126,109.28364004939795,112.01494699344039,5.943412077613175,237940736,217698304,226566144,18.246814,0.0,0.0
confirm-4-baseline-tight,4,0,0.0,user,True,96,32,25.207208167865527,204.86009598243982,256.7938179709017,263.30726500600576,19.009196083061397,472674304,456056832,458133504,20.028654,0.0,0.0
confirm-4-baseline-tight,8,0,0.0,user,True,96,32,26.615044046232732,393.4886370552704,496.84232205618173,529.1750259930268,31.489362940192223,659210240,643710976,661274624,20.271866,0.0,0.0
confirm-4-baseline-tight,16,0,0.0,user,True,96,32,27.08269779184281,607.0298639824614,1204.1090909624472,1460.764164919965,47.16025397647172,1028931584,1015308288,1020747776,20.388282,0.0,0.0
confirm-4-baseline-tight,32,0,0.0,user,True,96,32,26.957922147319806,827.2077299188823,3388.8643929967657,3539.6722690202296,197.2311969147995,1526394880,1514250240,1515036672,20.383621,0.0,0.0
confirm-4-groups-normal,1,0,0.0,user,False,128,0,20.81436452289297,39.96561001986265,97.42208092939109,100.89066298678517,6.770066916942596,390180864,370651136,383082496,23.010854,0.0,0.0
confirm-4-groups-normal,4,0,0.0,user,False,128,0,30.47958080023568,144.37660295516253,237.00659396126866,254.90680895745754,26.670565945096314,812654592,797491200,800899072,22.888862,0.0,0.0
confirm-4-groups-normal,8,0,0.0,user,False,128,0,32.221278826576246,270.17423894722015,459.2607949161902,486.0958009958267,28.123133000917733,1362649088,1349754880,1405329408,22.9186,0.0,0.0
confirm-4-groups-normal,16,0,0.0,user,False,128,0,32.40965676552425,445.3750009415671,1071.9493660144508,1512.5407320447266,59.79627906344831,2925572096,2916327424,3099828224,23.053284,0.0,0.0
